id,date,Warengruppe,umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
1307283.0,2013-07-28,3.0,360.096105223697,,4.0,24.8875,13.0,61.0
1307285.0,2013-07-28,5.0,437.824795495097,,4.0,24.8875,13.0,61.0
1307291.0,2013-07-29,1.0,183.564164400591,,1.0,22.7875,10.0,
1307292.0,2013-07-29,2.0,672.50214523923,,1.0,22.7875,10.0,
1307293.0,2013-07-29,3.0,356.033434735079,,1.0,22.7875,10.0,
1307295.0,2013-07-29,5.0,368.951029057165,,1.0,22.7875,10.0,
1307302.0,2013-07-30,2.0,690.117757120039,,5.0,21.075,13.0,21.0
1307301.0,2013-07-30,1.0,132.111640117897,,5.0,21.075,13.0,21.0
1307305.0,2013-07-30,5.0,424.086156965952,,5.0,21.075,13.0,21.0
1307303.0,2013-07-30,3.0,354.531775116541,,5.0,21.075,13.0,21.0
1307311.0,2013-07-31,1.0,144.745431773143,,5.0,20.275,16.0,65.0
1307312.0,2013-07-31,2.0,667.842224335937,,5.0,20.275,16.0,65.0
1307313.0,2013-07-31,3.0,321.075920611583,,5.0,20.275,16.0,65.0
1307315.0,2013-07-31,5.0,426.985804024935,,5.0,20.275,16.0,65.0
1308015.0,2013-08-01,5.0,322.294307178179,,6.0,23.4,7.0,21.0
1308013.0,2013-08-01,3.0,304.830310037868,,6.0,23.4,7.0,21.0
1308011.0,2013-08-01,1.0,157.854023011106,,6.0,23.4,7.0,21.0
1308014.0,2013-08-01,4.0,60.5614573229725,,6.0,23.4,7.0,21.0
1308012.0,2013-08-01,2.0,667.213719343287,,6.0,23.4,7.0,21.0
1308021.0,2013-08-02,1.0,117.359342094889,,0.0,31.4375,7.0,
1308022.0,2013-08-02,2.0,689.695100983376,,0.0,31.4375,7.0,
1308023.0,2013-08-02,3.0,379.526700654912,,0.0,31.4375,7.0,
1308024.0,2013-08-02,4.0,68.1222020855149,,0.0,31.4375,7.0,
1308025.0,2013-08-02,5.0,282.371517214865,,0.0,31.4375,7.0,
1308034.0,2013-08-03,4.0,51.2749992906831,,4.0,23.3625,11.0,63.0
1308035.0,2013-08-03,5.0,399.283316370115,,4.0,23.3625,11.0,63.0
1308033.0,2013-08-03,3.0,454.705780795563,,4.0,23.3625,11.0,63.0
1308032.0,2013-08-03,2.0,930.801703150498,,4.0,23.3625,11.0,63.0
1308031.0,2013-08-03,1.0,186.027178770079,,4.0,23.3625,11.0,63.0
1308044.0,2013-08-04,4.0,67.1568816245378,,3.0,23.05,8.0,
1308043.0,2013-08-04,3.0,382.85648750844,,3.0,23.05,8.0,
1308045.0,2013-08-04,5.0,461.704848992483,,3.0,23.05,8.0,
1308041.0,2013-08-04,1.0,104.708216687715,,3.0,23.05,8.0,
1308042.0,2013-08-04,2.0,862.752429028985,,3.0,23.05,8.0,
1308053.0,2013-08-05,3.0,331.615355447409,,0.0,25.8,10.0,
1308052.0,2013-08-05,2.0,520.947179812455,,0.0,25.8,10.0,
1308055.0,2013-08-05,5.0,354.247243408463,,0.0,25.8,10.0,
1308051.0,2013-08-05,1.0,146.775309890073,,0.0,25.8,10.0,
1308065.0,2013-08-06,5.0,441.521507016938,,5.0,22.225,13.0,
1308064.0,2013-08-06,4.0,69.705360420462,,5.0,22.225,13.0,
1308063.0,2013-08-06,3.0,344.104806694018,,5.0,22.225,13.0,
1308062.0,2013-08-06,2.0,498.920948322354,,5.0,22.225,13.0,
1308061.0,2013-08-06,1.0,131.956277381283,,5.0,22.225,13.0,
1308075.0,2013-08-07,5.0,423.850318191533,,4.0,19.2125,8.0,
1308074.0,2013-08-07,4.0,83.1094116270633,,4.0,19.2125,8.0,
1308073.0,2013-08-07,3.0,341.483544581514,,4.0,19.2125,8.0,
1308072.0,2013-08-07,2.0,519.197204695832,,4.0,19.2125,8.0,
1308071.0,2013-08-07,1.0,160.593417296116,,4.0,19.2125,8.0,
1308085.0,2013-08-08,5.0,464.87537153539,,7.0,16.975,12.0,20.0
1308084.0,2013-08-08,4.0,96.7720958104522,,7.0,16.975,12.0,20.0
1308083.0,2013-08-08,3.0,298.005519792868,,7.0,16.975,12.0,20.0
1308082.0,2013-08-08,2.0,486.25509543792,,7.0,16.975,12.0,20.0
1308081.0,2013-08-08,1.0,153.099424561652,,7.0,16.975,12.0,20.0
1308095.0,2013-08-09,5.0,450.085987485785,,4.0,20.3375,10.0,21.0
1308094.0,2013-08-09,4.0,81.4817797241125,,4.0,20.3375,10.0,21.0
1308093.0,2013-08-09,3.0,328.22992428157,,4.0,20.3375,10.0,21.0
1308092.0,2013-08-09,2.0,539.975155104136,,4.0,20.3375,10.0,21.0
1308091.0,2013-08-09,1.0,125.620344387906,,4.0,20.3375,10.0,21.0
1308105.0,2013-08-10,5.0,450.993337129113,,7.0,19.3625,12.0,61.0
1308104.0,2013-08-10,4.0,59.9811123644503,,7.0,19.3625,12.0,61.0
1308103.0,2013-08-10,3.0,351.617029216224,,7.0,19.3625,12.0,61.0
1308102.0,2013-08-10,2.0,614.511830668785,,7.0,19.3625,12.0,61.0
1308101.0,2013-08-10,1.0,185.177162656408,,7.0,19.3625,12.0,61.0
1308115.0,2013-08-11,5.0,583.491717818235,,7.0,16.3875,9.0,61.0
1308114.0,2013-08-11,4.0,60.7087857619079,,7.0,16.3875,9.0,61.0
1308113.0,2013-08-11,3.0,341.033029953849,,7.0,16.3875,9.0,61.0
1308112.0,2013-08-11,2.0,666.9113081568,,7.0,16.3875,9.0,61.0
1308111.0,2013-08-11,1.0,73.2088330039992,,7.0,16.3875,9.0,61.0
1308125.0,2013-08-12,5.0,356.026341718574,,7.0,16.45,11.0,63.0
1308124.0,2013-08-12,4.0,97.7406166426712,,7.0,16.45,11.0,63.0
1308123.0,2013-08-12,3.0,253.6233554703,,7.0,16.45,11.0,63.0
1308122.0,2013-08-12,2.0,510.019126480035,,7.0,16.45,11.0,63.0
1308121.0,2013-08-12,1.0,154.504729536697,,7.0,16.45,11.0,63.0
1308135.0,2013-08-13,5.0,344.643463915453,,3.0,16.4,16.0,95.0
1308134.0,2013-08-13,4.0,113.863641914766,,3.0,16.4,16.0,95.0
1308133.0,2013-08-13,3.0,271.591283834177,,3.0,16.4,16.0,95.0
1308132.0,2013-08-13,2.0,535.403212817658,,3.0,16.4,16.0,95.0
1308131.0,2013-08-13,1.0,134.064451548102,,3.0,16.4,16.0,95.0
1308144.0,2013-08-14,4.0,105.567865241887,,4.0,18.2625,18.0,61.0
1308143.0,2013-08-14,3.0,309.116290264651,,4.0,18.2625,18.0,61.0
1308145.0,2013-08-14,5.0,441.253111778104,,4.0,18.2625,18.0,61.0
1308141.0,2013-08-14,1.0,156.972510536869,,4.0,18.2625,18.0,61.0
1308142.0,2013-08-14,2.0,520.123590697437,,4.0,18.2625,18.0,61.0
1308155.0,2013-08-15,5.0,416.610037755781,,3.0,19.8,8.0,
1308154.0,2013-08-15,4.0,59.7561020638342,,3.0,19.8,8.0,
1308153.0,2013-08-15,3.0,266.575408936199,,3.0,19.8,8.0,
1308152.0,2013-08-15,2.0,538.231262832354,,3.0,19.8,8.0,
1308151.0,2013-08-15,1.0,164.763795399756,,3.0,19.8,8.0,
1308165.0,2013-08-16,5.0,344.468629393561,,4.0,23.575,11.0,0.0
1308164.0,2013-08-16,4.0,75.2564619591539,,4.0,23.575,11.0,0.0
1308163.0,2013-08-16,3.0,241.76897512804,,4.0,23.575,11.0,0.0
1308162.0,2013-08-16,2.0,552.153714601025,,4.0,23.575,11.0,0.0
1308161.0,2013-08-16,1.0,147.79799759804,,4.0,23.575,11.0,0.0
1308175.0,2013-08-17,5.0,519.834929394153,,6.0,20.55,7.0,0.0
1308174.0,2013-08-17,4.0,96.5293135082104,,6.0,20.55,7.0,0.0
1308173.0,2013-08-17,3.0,280.170045804428,,6.0,20.55,7.0,0.0
1308172.0,2013-08-17,2.0,583.657434231324,,6.0,20.55,7.0,0.0
1308171.0,2013-08-17,1.0,221.630418006017,,6.0,20.55,7.0,0.0
1308184.0,2013-08-18,4.0,150.122396942697,,7.0,18.5875,10.0,63.0
1308183.0,2013-08-18,3.0,282.599786111443,,7.0,18.5875,10.0,63.0
1308185.0,2013-08-18,5.0,479.499541699925,,7.0,18.5875,10.0,63.0
1308181.0,2013-08-18,1.0,92.489778506026,,7.0,18.5875,10.0,63.0
1308182.0,2013-08-18,2.0,669.186211470815,,7.0,18.5875,10.0,63.0
1308195.0,2013-08-19,5.0,374.247117082749,,5.0,18.4875,8.0,
1308194.0,2013-08-19,4.0,107.407999333161,,5.0,18.4875,8.0,
1308192.0,2013-08-19,2.0,499.912512856933,,5.0,18.4875,8.0,
1308193.0,2013-08-19,3.0,249.391160860983,,5.0,18.4875,8.0,
1308191.0,2013-08-19,1.0,145.87913275728,,5.0,18.4875,8.0,
1308204.0,2013-08-20,4.0,64.5022565329893,,7.0,17.775,8.0,61.0
1308203.0,2013-08-20,3.0,257.620799680939,,7.0,17.775,8.0,61.0
1308205.0,2013-08-20,5.0,340.090359959321,,7.0,17.775,8.0,61.0
1308201.0,2013-08-20,1.0,111.842396126739,,7.0,17.775,8.0,61.0
1308202.0,2013-08-20,2.0,478.730297151576,,7.0,17.775,8.0,61.0
1308211.0,2013-08-21,1.0,125.336522713024,,5.0,20.125,8.0,
1308212.0,2013-08-21,2.0,440.815636456397,,5.0,20.125,8.0,
1308213.0,2013-08-21,3.0,271.133442105753,,5.0,20.125,8.0,
1308214.0,2013-08-21,4.0,65.9210119267558,,5.0,20.125,8.0,
1308215.0,2013-08-21,5.0,352.695324198643,,5.0,20.125,8.0,
1308224.0,2013-08-22,4.0,111.144301377526,,4.0,21.6625,8.0,
1308223.0,2013-08-22,3.0,229.323435589195,,4.0,21.6625,8.0,
1308225.0,2013-08-22,5.0,343.348933556103,,4.0,21.6625,8.0,
1308221.0,2013-08-22,1.0,132.916428220302,,4.0,21.6625,8.0,
1308222.0,2013-08-22,2.0,497.731338188322,,4.0,21.6625,8.0,
1308234.0,2013-08-23,4.0,94.2272902889274,,1.0,22.0375,14.0,
1308233.0,2013-08-23,3.0,260.926195756112,,1.0,22.0375,14.0,
1308235.0,2013-08-23,5.0,375.317567662845,,1.0,22.0375,14.0,
1308231.0,2013-08-23,1.0,162.958958703106,,1.0,22.0375,14.0,
1308232.0,2013-08-23,2.0,503.672089526472,,1.0,22.0375,14.0,
1308245.0,2013-08-24,5.0,536.196771958902,,0.0,20.85,16.0,5.0
1308244.0,2013-08-24,4.0,124.737464409769,,0.0,20.85,16.0,5.0
1308243.0,2013-08-24,3.0,282.401869590288,,0.0,20.85,16.0,5.0
1308241.0,2013-08-24,1.0,201.543109556297,,0.0,20.85,16.0,5.0
1308242.0,2013-08-24,2.0,707.94429725517,,0.0,20.85,16.0,5.0
1308255.0,2013-08-25,5.0,495.194334936839,,0.0,21.3875,16.0,5.0
1308253.0,2013-08-25,3.0,360.817001197227,,0.0,21.3875,16.0,5.0
1308254.0,2013-08-25,4.0,141.066888354584,,0.0,21.3875,16.0,5.0
1308251.0,2013-08-25,1.0,83.0226725739551,,0.0,21.3875,16.0,5.0
1308252.0,2013-08-25,2.0,726.257649523775,,0.0,21.3875,16.0,5.0
1308264.0,2013-08-26,4.0,104.448858869003,,0.0,20.125,15.0,5.0
1308263.0,2013-08-26,3.0,244.936370498996,,0.0,20.125,15.0,5.0
1308265.0,2013-08-26,5.0,368.72576849632,,0.0,20.125,15.0,5.0
1308261.0,2013-08-26,1.0,165.829031676714,,0.0,20.125,15.0,5.0
1308262.0,2013-08-26,2.0,451.536740815421,,0.0,20.125,15.0,5.0
1308274.0,2013-08-27,4.0,89.3398068106772,,1.0,21.0875,12.0,
1308273.0,2013-08-27,3.0,251.053043195831,,1.0,21.0875,12.0,
1308275.0,2013-08-27,5.0,305.77200439049,,1.0,21.0875,12.0,
1308271.0,2013-08-27,1.0,118.473650434102,,1.0,21.0875,12.0,
1308272.0,2013-08-27,2.0,442.318352086176,,1.0,21.0875,12.0,
1308283.0,2013-08-28,3.0,225.878194718714,,0.0,21.3,7.0,
1308282.0,2013-08-28,2.0,418.297941202801,,0.0,21.3,7.0,
1308285.0,2013-08-28,5.0,349.390973099531,,0.0,21.3,7.0,
1308284.0,2013-08-28,4.0,87.5160458910728,,0.0,21.3,7.0,
1308281.0,2013-08-28,1.0,108.876991442649,,0.0,21.3,7.0,
1308294.0,2013-08-29,4.0,67.1751319746152,,3.0,20.2125,11.0,
1308293.0,2013-08-29,3.0,198.776407298801,,3.0,20.2125,11.0,
1308295.0,2013-08-29,5.0,396.454612761332,,3.0,20.2125,11.0,
1308291.0,2013-08-29,1.0,178.178023803315,,3.0,20.2125,11.0,
1308292.0,2013-08-29,2.0,386.390267686346,,3.0,20.2125,11.0,
1308304.0,2013-08-30,4.0,77.9353068130843,,6.0,19.7875,8.0,5.0
1308305.0,2013-08-30,5.0,343.345686609289,,6.0,19.7875,8.0,5.0
1308301.0,2013-08-30,1.0,133.150828452892,,6.0,19.7875,8.0,5.0
1308302.0,2013-08-30,2.0,492.141265198519,,6.0,19.7875,8.0,5.0
1308303.0,2013-08-30,3.0,184.252334847289,,6.0,19.7875,8.0,5.0
1308311.0,2013-08-31,1.0,130.821314898435,,5.0,18.35,16.0,21.0
1308312.0,2013-08-31,2.0,581.490537751984,,5.0,18.35,16.0,21.0
1308313.0,2013-08-31,3.0,265.410807550213,,5.0,18.35,16.0,21.0
1308314.0,2013-08-31,4.0,86.0077280021026,,5.0,18.35,16.0,21.0
1308315.0,2013-08-31,5.0,344.096618940689,,5.0,18.35,16.0,21.0
1309011.0,2013-09-01,1.0,95.9704314892471,,7.0,15.8625,16.0,61.0
1309012.0,2013-09-01,2.0,481.584829613001,,7.0,15.8625,16.0,61.0
1309013.0,2013-09-01,3.0,239.545084070735,,7.0,15.8625,16.0,61.0
1309015.0,2013-09-01,5.0,400.375251601544,,7.0,15.8625,16.0,61.0
1309014.0,2013-09-01,4.0,139.776992842103,,7.0,15.8625,16.0,61.0
1309021.0,2013-09-02,1.0,138.408723210465,,7.0,16.575,17.0,63.0
1309022.0,2013-09-02,2.0,350.023432755307,,7.0,16.575,17.0,63.0
1309023.0,2013-09-02,3.0,165.884794599896,,7.0,16.575,17.0,63.0
1309024.0,2013-09-02,4.0,97.5577291094531,,7.0,16.575,17.0,63.0
1309025.0,2013-09-02,5.0,236.082416986532,,7.0,16.575,17.0,63.0
1309032.0,2013-09-03,2.0,357.401285676803,,7.0,18.225,11.0,21.0
1309031.0,2013-09-03,1.0,138.825618927843,,7.0,18.225,11.0,21.0
1309035.0,2013-09-03,5.0,270.350123886175,,7.0,18.225,11.0,21.0
1309033.0,2013-09-03,3.0,174.655491296255,,7.0,18.225,11.0,21.0
1309034.0,2013-09-03,4.0,66.7042185386037,,7.0,18.225,11.0,21.0
1309041.0,2013-09-04,1.0,100.221969526295,,7.0,18.125,5.0,
1309042.0,2013-09-04,2.0,362.249371679536,,7.0,18.125,5.0,
1309043.0,2013-09-04,3.0,162.83743839423,,7.0,18.125,5.0,
1309044.0,2013-09-04,4.0,102.369988965095,,7.0,18.125,5.0,
1309045.0,2013-09-04,5.0,308.670506473354,,7.0,18.125,5.0,
1309054.0,2013-09-05,4.0,64.7180977987766,,0.0,21.7,8.0,
1309053.0,2013-09-05,3.0,155.795527807677,,0.0,21.7,8.0,
1309055.0,2013-09-05,5.0,309.022150561535,,0.0,21.7,8.0,
1309051.0,2013-09-05,1.0,173.658100347255,,0.0,21.7,8.0,
1309052.0,2013-09-05,2.0,400.95010523182,,0.0,21.7,8.0,
1309061.0,2013-09-06,1.0,171.415179710314,,0.0,24.7,9.0,
1309062.0,2013-09-06,2.0,395.673296994009,,0.0,24.7,9.0,
1309063.0,2013-09-06,3.0,183.372780096599,,0.0,24.7,9.0,
1309064.0,2013-09-06,4.0,79.6716952926438,,0.0,24.7,9.0,
1309065.0,2013-09-06,5.0,307.019415636833,,0.0,24.7,9.0,
1309071.0,2013-09-07,1.0,186.034060963767,,6.0,22.7625,7.0,
1309073.0,2013-09-07,3.0,215.339022862711,,6.0,22.7625,7.0,
1309072.0,2013-09-07,2.0,591.523547732665,,6.0,22.7625,7.0,
1309075.0,2013-09-07,5.0,447.991745678441,,6.0,22.7625,7.0,
1309074.0,2013-09-07,4.0,65.0128197234662,,6.0,22.7625,7.0,
1309081.0,2013-09-08,1.0,88.8925958109828,,7.0,20.1625,8.0,61.0
1309082.0,2013-09-08,2.0,576.040699297842,,7.0,20.1625,8.0,61.0
1309083.0,2013-09-08,3.0,261.723925353895,,7.0,20.1625,8.0,61.0
1309084.0,2013-09-08,4.0,115.868951321453,,7.0,20.1625,8.0,61.0
1309085.0,2013-09-08,5.0,453.792300083562,,7.0,20.1625,8.0,61.0
1309095.0,2013-09-09,5.0,266.740185481098,,8.0,11.575,11.0,63.0
1309094.0,2013-09-09,4.0,78.4321446410245,,8.0,11.575,11.0,63.0
1309092.0,2013-09-09,2.0,331.981293986457,,8.0,11.575,11.0,63.0
1309091.0,2013-09-09,1.0,169.359968504942,,8.0,11.575,11.0,63.0
